id,shift_id,employee_id,reason,replacement_employee_id,resolved_at,created_at
877,877,41,Doctor appointment,80,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
878,878,42,Not feeling well,50,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
879,879,43,Family emergency,101,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
880,880,44,Doctor appointment,,,2025-12-11T06:00:00.000Z
881,881,45,Childcare emergency,31,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
882,882,46,Feeling sick,23,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
883,883,47,Childcare emergency,92,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
884,884,48,Car trouble,82,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
885,885,49,Family emergency,51,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
886,886,50,Feeling sick,75,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
887,887,51,Car trouble,47,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
888,888,52,Not feeling well,43,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
889,889,53,Feeling sick,100,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
890,890,55,Car trouble,80,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
891,891,56,Childcare emergency,92,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
892,892,57,Feeling sick,,,2025-12-11T06:00:00.000Z
893,893,58,Childcare emergency,22,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
894,894,59,Car trouble,48,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
895,895,60,Family emergency,78,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
896,896,61,Childcare emergency,10,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
897,897,62,Personal matter,,,2025-12-11T06:00:00.000Z
898,898,64,Childcare emergency,84,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
899,899,65,Doctor appointment,7,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
900,900,66,Doctor appointment,60,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
901,901,67,Personal matter,10,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
902,902,68,Transportation issue,56,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
903,903,69,Personal matter,71,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
904,904,70,Family emergency,32,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
905,905,71,Not feeling well,69,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
906,906,72,Not feeling well,83,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
907,907,73,Doctor appointment,59,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
908,908,74,Feeling sick,81,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
909,909,75,Car trouble,,,2025-12-11T06:00:00.000Z
910,910,77,Family emergency,48,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
911,911,78,Not feeling well,8,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
912,912,79,Personal matter,71,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
913,913,80,Childcare emergency,46,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
914,914,81,Feeling sick,78,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
915,915,82,Doctor appointment,35,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
916,916,83,Personal matter,,,2025-12-11T06:00:00.000Z
917,917,84,Family emergency,32,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
918,918,85,Not feeling well,43,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
919,919,86,Feeling sick,79,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
920,920,87,Car trouble,62,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
921,921,89,Childcare emergency,11,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
922,922,90,Transportation issue,83,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
923,923,91,Not feeling well,35,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
924,924,92,Car trouble,103,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
925,925,93,Car trouble,32,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
926,926,94,Family emergency,,,2025-12-11T06:00:00.000Z
927,927,95,Family emergency,,,2025-12-11T06:00:00.000Z
928,928,96,Personal matter,67,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
929,929,97,Feeling sick,44,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
930,930,98,Car trouble,37,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
931,931,99,Not feeling well,98,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
932,932,100,Not feeling well,94,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
933,933,101,Feeling sick,,,2025-12-11T06:00:00.000Z
934,934,102,Childcare emergency,,,2025-12-11T06:00:00.000Z
935,935,103,Car trouble,62,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
936,936,104,Childcare emergency,30,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
937,937,105,Not feeling well,50,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
938,938,106,Doctor appointment,97,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
939,939,107,Personal matter,85,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
940,940,108,Car trouble,9,2025-12-11T07:00:00.000Z,2025-12-11T06:00:00.000Z
941,941,7,Feeling sick,94,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
942,942,8,Personal matter,58,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
943,943,9,Personal matter,38,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
944,944,10,Transportation issue,,,2025-12-12T06:00:00.000Z
945,945,11,Family emergency,28,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
946,946,14,Personal matter,10,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
947,947,16,Car trouble,107,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
948,948,17,Not feeling well,77,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
949,949,18,Personal matter,77,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
950,950,20,Car trouble,,,2025-12-12T06:00:00.000Z
951,951,21,Family emergency,57,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
952,952,22,Family emergency,27,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
953,953,23,Car trouble,,,2025-12-12T06:00:00.000Z
954,954,24,Doctor appointment,64,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
955,955,25,Doctor appointment,70,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
956,956,26,Car trouble,102,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
957,957,27,Not feeling well,53,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
958,958,28,Childcare emergency,97,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
959,959,29,Childcare emergency,20,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
960,960,30,Family emergency,25,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
961,961,31,Not feeling well,106,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
962,962,32,Feeling sick,98,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
963,963,33,Not feeling well,69,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
964,964,34,Childcare emergency,47,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
965,965,35,Not feeling well,55,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
966,966,36,Personal matter,33,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
967,967,37,Family emergency,,,2025-12-12T06:00:00.000Z
968,968,38,Doctor appointment,,,2025-12-12T06:00:00.000Z
969,969,39,Doctor appointment,,,2025-12-12T06:00:00.000Z
970,970,40,Family emergency,29,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
971,971,41,Personal matter,86,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
972,972,42,Personal matter,101,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
973,973,43,Childcare emergency,25,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
974,974,44,Not feeling well,35,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
975,975,45,Doctor appointment,,,2025-12-12T06:00:00.000Z
976,976,46,Family emergency,58,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
977,977,47,Transportation issue,64,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
978,978,48,Childcare emergency,38,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
979,979,49,Family emergency,29,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
980,980,50,Personal matter,60,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
981,981,51,Doctor appointment,31,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
982,982,52,Car trouble,,,2025-12-12T06:00:00.000Z
983,983,53,Transportation issue,61,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
984,984,55,Family emergency,57,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
985,985,56,Family emergency,,,2025-12-12T06:00:00.000Z
986,986,57,Personal matter,37,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
987,987,58,Transportation issue,,,2025-12-12T06:00:00.000Z
988,988,59,Doctor appointment,9,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
989,989,60,Car trouble,67,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
990,990,61,Car trouble,25,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
991,991,62,Personal matter,17,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
992,992,64,Personal matter,87,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
993,993,65,Family emergency,,,2025-12-12T06:00:00.000Z
994,994,66,Family emergency,10,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
995,995,67,Transportation issue,87,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
996,996,68,Car trouble,9,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
997,997,69,Doctor appointment,17,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
998,998,70,Doctor appointment,16,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
999,999,71,Personal matter,18,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1000,1000,72,Transportation issue,14,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1001,1001,73,Car trouble,45,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1002,1002,74,Not feeling well,49,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1003,1003,75,Childcare emergency,57,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1004,1004,77,Feeling sick,16,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1005,1005,78,Not feeling well,21,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1006,1006,79,Feeling sick,86,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1007,1007,80,Family emergency,,,2025-12-12T06:00:00.000Z
1008,1008,81,Transportation issue,77,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1009,1009,82,Personal matter,60,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1010,1010,83,Family emergency,55,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1011,1011,84,Car trouble,40,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1012,1012,85,Car trouble,45,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1013,1013,86,Car trouble,,,2025-12-12T06:00:00.000Z
1014,1014,87,Doctor appointment,31,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1015,1015,89,Family emergency,81,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1016,1016,90,Feeling sick,100,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1017,1017,91,Feeling sick,23,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1018,1018,92,Car trouble,50,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1019,1019,93,Transportation issue,84,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1020,1020,94,Transportation issue,59,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1021,1021,95,Family emergency,82,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1022,1022,96,Feeling sick,58,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1023,1023,97,Childcare emergency,8,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1024,1024,98,Doctor appointment,,,2025-12-12T06:00:00.000Z
1025,1025,99,Car trouble,83,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1026,1026,100,Doctor appointment,97,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1027,1027,101,Childcare emergency,91,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1028,1028,102,Car trouble,9,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1029,1029,103,Feeling sick,56,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1030,1030,104,Transportation issue,67,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1031,1031,105,Family emergency,102,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1032,1032,106,Transportation issue,107,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1033,1033,107,Personal matter,91,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1034,1034,108,Transportation issue,10,2025-12-12T07:00:00.000Z,2025-12-12T06:00:00.000Z
1035,1035,7,Not feeling well,67,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1036,1036,8,Transportation issue,,,2025-12-15T06:00:00.000Z
1037,1037,9,Car trouble,60,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1038,1038,10,Transportation issue,,,2025-12-15T06:00:00.000Z
1039,1039,11,Family emergency,,,2025-12-15T06:00:00.000Z
1040,1040,14,Feeling sick,102,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1041,1041,16,Childcare emergency,87,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1042,1042,17,Personal matter,51,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1043,1043,18,Transportation issue,32,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1044,1044,20,Childcare emergency,10,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1045,1045,21,Car trouble,91,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1046,1046,22,Not feeling well,65,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1047,1047,23,Feeling sick,,,2025-12-15T06:00:00.000Z
1048,1048,24,Childcare emergency,104,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1049,1049,25,Family emergency,,,2025-12-15T06:00:00.000Z
1050,1050,26,Car trouble,98,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1051,1051,27,Doctor appointment,65,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1052,1052,28,Car trouble,35,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1053,1053,29,Not feeling well,85,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1054,1054,30,Family emergency,55,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1055,1055,31,Feeling sick,57,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1056,1056,32,Transportation issue,90,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1057,1057,33,Family emergency,42,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1058,1058,34,Feeling sick,18,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1059,1059,35,Not feeling well,96,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1060,1060,36,Feeling sick,92,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1061,1061,37,Not feeling well,61,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1062,1062,38,Car trouble,41,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1063,1063,39,Family emergency,91,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1064,1064,40,Transportation issue,,,2025-12-15T06:00:00.000Z
1065,1065,41,Car trouble,,,2025-12-15T06:00:00.000Z
1066,1066,42,Doctor appointment,51,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1067,1067,43,Doctor appointment,58,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1068,1068,44,Family emergency,66,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1069,1069,45,Family emergency,86,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1070,1070,46,Childcare emergency,17,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1071,1071,47,Doctor appointment,108,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1072,1072,48,Personal matter,,,2025-12-15T06:00:00.000Z
1073,1073,49,Not feeling well,87,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1074,1074,50,Transportation issue,97,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1075,1075,51,Car trouble,38,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1076,1076,52,Childcare emergency,,,2025-12-15T06:00:00.000Z
1077,1077,53,Personal matter,100,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1078,1078,55,Family emergency,39,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1079,1079,56,Car trouble,,,2025-12-15T06:00:00.000Z
1080,1080,57,Doctor appointment,29,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1081,1081,58,Car trouble,27,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1082,1082,59,Family emergency,8,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1083,1083,60,Feeling sick,37,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1084,1084,61,Doctor appointment,40,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1085,1085,62,Personal matter,,,2025-12-15T06:00:00.000Z
1086,1086,64,Feeling sick,,,2025-12-15T06:00:00.000Z
1087,1087,65,Personal matter,24,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1088,1088,66,Not feeling well,9,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1089,1089,67,Doctor appointment,57,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1090,1090,68,Transportation issue,40,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1091,1091,69,Car trouble,105,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1092,1092,70,Feeling sick,32,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1093,1093,71,Family emergency,27,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1094,1094,72,Family emergency,,,2025-12-15T06:00:00.000Z
1095,1095,73,Childcare emergency,16,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1096,1096,74,Family emergency,27,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1097,1097,75,Not feeling well,61,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1098,1098,77,Personal matter,62,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1099,1099,78,Feeling sick,61,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1100,1100,79,Personal matter,47,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1101,1101,80,Childcare emergency,,,2025-12-15T06:00:00.000Z
1102,1102,81,Car trouble,,,2025-12-15T06:00:00.000Z
1103,1103,82,Childcare emergency,,,2025-12-15T06:00:00.000Z
1104,1104,83,Not feeling well,77,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1105,1105,84,Childcare emergency,59,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1106,1106,85,Doctor appointment,92,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1107,1107,86,Childcare emergency,45,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1108,1108,87,Transportation issue,18,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1109,1109,89,Personal matter,35,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1110,1110,90,Doctor appointment,,,2025-12-15T06:00:00.000Z
1111,1111,91,Family emergency,8,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1112,1112,92,Car trouble,98,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1113,1113,93,Childcare emergency,73,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1114,1114,94,Family emergency,85,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1115,1115,95,Doctor appointment,69,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1116,1116,96,Feeling sick,8,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1117,1117,97,Car trouble,,,2025-12-15T06:00:00.000Z
1118,1118,98,Personal matter,81,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1119,1119,99,Doctor appointment,92,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1120,1120,100,Doctor appointment,108,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1121,1121,101,Not feeling well,75,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1122,1122,102,Family emergency,39,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1123,1123,103,Feeling sick,22,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1124,1124,104,Not feeling well,51,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1125,1125,105,Feeling sick,103,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1126,1126,106,Doctor appointment,101,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1127,1127,107,Doctor appointment,20,2025-12-15T07:00:00.000Z,2025-12-15T06:00:00.000Z
1128,1128,108,Doctor appointment,,,2025-12-15T06:00:00.000Z
1129,1129,7,Feeling sick,75,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1130,1130,8,Childcare emergency,57,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1131,1131,9,Feeling sick,,,2025-12-16T06:00:00.000Z
1132,1132,10,Childcare emergency,78,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1133,1133,11,Family emergency,8,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1134,1134,14,Feeling sick,80,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1135,1135,16,Personal matter,,,2025-12-16T06:00:00.000Z
1136,1136,17,Not feeling well,16,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1137,1137,18,Doctor appointment,86,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1138,1138,20,Family emergency,32,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1139,1139,21,Transportation issue,25,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1140,1140,22,Feeling sick,11,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1141,1141,23,Not feeling well,104,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1142,1142,24,Childcare emergency,56,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1143,1143,25,Family emergency,107,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1144,1144,26,Childcare emergency,96,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1145,1145,27,Personal matter,44,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1146,1146,28,Family emergency,46,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1147,1147,29,Not feeling well,107,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1148,1148,30,Transportation issue,97,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1149,1149,31,Not feeling well,,,2025-12-16T06:00:00.000Z
1150,1150,32,Car trouble,77,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1151,1151,33,Family emergency,102,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1152,1152,34,Personal matter,80,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1153,1153,35,Feeling sick,84,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1154,1154,36,Doctor appointment,53,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1155,1155,37,Feeling sick,,,2025-12-16T06:00:00.000Z
1156,1156,38,Family emergency,8,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1157,1157,39,Doctor appointment,43,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1158,1158,40,Personal matter,103,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1159,1159,41,Childcare emergency,,,2025-12-16T06:00:00.000Z
1160,1160,42,Personal matter,64,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1161,1161,43,Personal matter,68,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1162,1162,44,Family emergency,98,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1163,1163,45,Doctor appointment,50,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1164,1164,46,Personal matter,,,2025-12-16T06:00:00.000Z
1165,1165,47,Doctor appointment,104,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1166,1166,48,Feeling sick,10,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1167,1167,49,Feeling sick,92,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1168,1168,50,Car trouble,70,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1169,1169,51,Not feeling well,35,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1170,1170,52,Car trouble,69,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
1171,1171,53,Family emergency,,,2025-12-16T06:00:00.000Z
1172,1172,55,Car trouble,85,2025-12-16T07:00:00.000Z,2025-12-16T06:00:00.000Z
