id,employee_id,scheduled_start,scheduled_end,actual_start,actual_end,status,created_at,updated_at
543,86,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:55:00.000Z,2025-12-05T17:05:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
544,87,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:03:00.000Z,2025-12-05T16:57:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
545,89,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:00:00.000Z,2025-12-05T17:05:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
546,90,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:02:00.000Z,2025-12-05T16:50:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
547,91,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:55:00.000Z,2025-12-05T16:53:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
548,92,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:56:00.000Z,2025-12-05T17:07:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
549,93,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:04:00.000Z,2025-12-05T17:03:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
550,94,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:55:00.000Z,2025-12-05T17:06:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
551,95,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:59:00.000Z,2025-12-05T17:02:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
552,96,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:55:00.000Z,2025-12-05T17:00:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
553,97,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:59:00.000Z,2025-12-05T16:56:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
554,98,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:00:00.000Z,2025-12-05T17:01:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
555,99,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:57:00.000Z,2025-12-05T16:54:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
556,100,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:01:00.000Z,2025-12-05T17:04:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
557,101,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
558,102,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:57:00.000Z,2025-12-05T16:57:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
559,103,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:57:00.000Z,2025-12-05T16:56:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
560,104,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:56:00.000Z,2025-12-05T16:58:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
561,105,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:55:00.000Z,2025-12-05T16:56:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
562,106,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:57:00.000Z,2025-12-05T17:03:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
563,107,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T07:59:00.000Z,2025-12-05T16:58:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
564,108,2025-12-05T08:00:00.000Z,2025-12-05T17:00:00.000Z,2025-12-05T08:03:00.000Z,2025-12-05T16:50:00.000Z,completed,2025-12-05T08:00:00.000Z,2025-12-05T08:00:00.000Z
565,7,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:58:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
566,8,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:59:00.000Z,2025-12-08T17:05:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
567,9,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T17:03:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
568,10,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:58:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
569,11,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T17:02:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
570,14,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:05:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
571,16,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:06:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
572,17,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T16:55:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
573,18,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T16:52:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
574,20,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T16:54:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
575,21,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T16:59:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
576,22,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T17:02:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
577,23,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T17:07:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
578,24,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T17:06:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
579,25,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T17:08:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
580,26,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:59:00.000Z,2025-12-08T17:07:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
581,27,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:53:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
582,28,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:54:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
583,29,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T16:59:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
584,30,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:54:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
585,31,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T16:59:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
586,32,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:52:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
587,33,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:00:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
588,34,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:58:00.000Z,2025-12-08T16:59:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
589,35,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:50:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
590,36,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T16:54:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
591,37,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:59:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
592,38,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T17:08:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
593,39,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T16:50:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
594,40,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:58:00.000Z,2025-12-08T16:51:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
595,41,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:58:00.000Z,2025-12-08T17:01:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
596,42,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T17:02:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
597,43,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T17:02:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
598,44,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:59:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
599,45,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:53:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
600,46,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T16:58:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
601,47,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T16:55:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
602,48,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:05:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
603,49,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:55:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
604,50,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T16:52:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
605,51,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T17:02:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
606,52,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T17:00:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
607,53,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:50:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
608,55,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T17:06:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
609,56,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T16:50:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
610,57,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:58:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
611,58,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:57:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
612,59,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T17:05:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
613,60,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T16:56:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
614,61,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:08:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
615,62,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T17:05:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
616,64,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T17:02:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
617,65,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T17:09:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
618,66,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:09:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
619,67,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:59:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
620,68,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T16:57:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
621,69,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T16:58:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
622,70,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T16:58:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
623,71,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:52:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
624,72,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:57:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
625,73,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T17:06:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
626,74,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T16:53:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
627,75,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T17:03:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
628,77,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T17:05:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
629,78,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T16:51:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
630,79,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T17:01:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
631,80,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T16:51:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
632,81,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:03:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
633,82,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:02:00.000Z,2025-12-08T17:07:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
634,83,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:54:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
635,84,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T16:51:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
636,85,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T17:08:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
637,86,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:00:00.000Z,2025-12-08T16:50:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
638,87,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:58:00.000Z,2025-12-08T17:09:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
639,89,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T17:01:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
640,90,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T17:05:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
641,91,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:57:00.000Z,2025-12-08T17:04:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
642,92,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T16:56:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
643,93,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T16:54:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
644,94,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T17:08:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
645,95,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T17:06:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
646,96,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:59:00.000Z,2025-12-08T17:02:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
647,97,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:55:00.000Z,2025-12-08T17:04:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
648,98,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T17:00:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
649,99,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:01:00.000Z,2025-12-08T16:54:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
650,100,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T17:00:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
651,101,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:04:00.000Z,2025-12-08T16:52:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
652,102,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:59:00.000Z,2025-12-08T17:03:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
653,103,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:58:00.000Z,2025-12-08T16:57:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
654,104,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T17:00:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
655,105,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T17:01:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
656,106,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T17:06:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
657,107,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T07:56:00.000Z,2025-12-08T16:53:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
658,108,2025-12-08T08:00:00.000Z,2025-12-08T17:00:00.000Z,2025-12-08T08:03:00.000Z,2025-12-08T16:53:00.000Z,completed,2025-12-08T08:00:00.000Z,2025-12-08T08:00:00.000Z
659,7,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T08:04:00.000Z,2025-12-09T17:07:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
660,8,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T07:59:00.000Z,2025-12-09T17:08:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
661,9,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T08:03:00.000Z,2025-12-09T17:07:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
662,10,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T08:04:00.000Z,2025-12-09T17:00:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
663,11,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T08:02:00.000Z,2025-12-09T16:55:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
664,14,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T07:56:00.000Z,2025-12-09T16:59:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
665,16,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T08:01:00.000Z,2025-12-09T16:53:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
666,17,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T07:58:00.000Z,2025-12-09T16:51:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
667,18,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T07:59:00.000Z,2025-12-09T16:55:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
668,20,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T08:03:00.000Z,2025-12-09T16:52:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
669,21,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T07:58:00.000Z,2025-12-09T16:53:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
670,22,2025-12-09T08:00:00.000Z,2025-12-09T17:00:00.000Z,2025-12-09T07:55:00.000Z,2025-12-09T16:58:00.000Z,completed,2025-12-09T08:00:00.000Z,2025-12-09T08:00:00.000Z
